pack,category,approval,asset_name,asset_class,package_name,package_path,object_path
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L10_A_CornerExR_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerExR_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerExR_01_packedA.T_CHA_L10_A_CornerExR_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L10_A_CornerIn_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerIn_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerIn_01_packedA.T_CHA_L10_A_CornerIn_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L10_A_CornerInL_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerInL_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerInL_01_packedA.T_CHA_L10_A_CornerInL_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L10_A_CornerInR_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerInR_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L10_A/Texture/T_CHA_L10_A_CornerInR_01_packedA.T_CHA_L10_A_CornerInR_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,M_Bldg_block_limestone_beige,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/M_Bldg_block_limestone_beige,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/M_Bldg_block_limestone_beige.M_Bldg_block_limestone_beige
CitySampleBuildings,architecture_general,REFERENCE_ONLY,M_Bldg_glass,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/M_Bldg_glass,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/M_Bldg_glass.M_Bldg_glass
CitySampleBuildings,architecture_general,REFERENCE_ONLY,M_Bldg_paintedMetal_black,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/M_Bldg_paintedMetal_black,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/M_Bldg_paintedMetal_black.M_Bldg_paintedMetal_black
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_CornerEx_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerEx_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerEx_01_0.MI_CHA_L11_A_CornerEx_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_CornerExL_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerExL_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerExL_01_0.MI_CHA_L11_A_CornerExL_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_CornerExR_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerExR_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerExR_01_0.MI_CHA_L11_A_CornerExR_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_CornerIn_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerIn_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerIn_01_0.MI_CHA_L11_A_CornerIn_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_CornerInL_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerInL_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerInL_01_0.MI_CHA_L11_A_CornerInL_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_CornerInR_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerInR_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_CornerInR_01_0.MI_CHA_L11_A_CornerInR_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_Rotunda_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_Rotunda_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_Rotunda_01_0.MI_CHA_L11_A_Rotunda_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_Rotunda_01_1,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_Rotunda_01_1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_Rotunda_01_1.MI_CHA_L11_A_Rotunda_01_1
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L11_A_Rotunda_01_2,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_Rotunda_01_2,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Material/MI/MI_CHA_L11_A_Rotunda_01_2.MI_CHA_L11_A_Rotunda_01_2
CitySampleBuildings,architecture_general,CANDIDATE,SM_BLDG_CHA_L11_A_CornerEx_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerEx_01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerEx_01_N1.SM_BLDG_CHA_L11_A_CornerEx_01_N1
CitySampleBuildings,architecture_general,CANDIDATE,SM_BLDG_CHA_L11_A_CornerExL_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerExL_01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerExL_01_N1.SM_BLDG_CHA_L11_A_CornerExL_01_N1
CitySampleBuildings,architecture_general,CANDIDATE,SM_BLDG_CHA_L11_A_CornerExR_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerExR_01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerExR_01_N1.SM_BLDG_CHA_L11_A_CornerExR_01_N1
CitySampleBuildings,architecture_general,CANDIDATE,SM_BLDG_CHA_L11_A_CornerIn_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerIn_01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerIn_01_N1.SM_BLDG_CHA_L11_A_CornerIn_01_N1
CitySampleBuildings,architecture_general,CANDIDATE,SM_BLDG_CHA_L11_A_CornerInL_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerInL_01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerInL_01_N1.SM_BLDG_CHA_L11_A_CornerInL_01_N1
CitySampleBuildings,architecture_general,CANDIDATE,SM_BLDG_CHA_L11_A_CornerInR_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerInR_01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_CornerInR_01_N1.SM_BLDG_CHA_L11_A_CornerInR_01_N1
CitySampleBuildings,architecture_general,CANDIDATE,SM_BLDG_CHA_L11_A_Rotunda_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_Rotunda_01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Mesh/SM_BLDG_CHA_L11_A_Rotunda_01_N1.SM_BLDG_CHA_L11_A_Rotunda_01_N1
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L11_A_CornerEx_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerEx_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerEx_01_packedA.T_CHA_L11_A_CornerEx_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L11_A_CornerExL_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerExL_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerExL_01_packedA.T_CHA_L11_A_CornerExL_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L11_A_CornerExR_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerExR_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerExR_01_packedA.T_CHA_L11_A_CornerExR_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L11_A_CornerIn_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerIn_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerIn_01_packedA.T_CHA_L11_A_CornerIn_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L11_A_CornerInL_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerInL_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerInL_01_packedA.T_CHA_L11_A_CornerInL_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L11_A_CornerInR_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerInR_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_CornerInR_01_packedA.T_CHA_L11_A_CornerInR_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,T_CHA_L11_A_Rotunda_01_packedA,Texture2D,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_Rotunda_01_packedA,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L11_A/Texture/T_CHA_L11_A_Rotunda_01_packedA.T_CHA_L11_A_Rotunda_01_packedA
CitySampleBuildings,architecture_general,REFERENCE_ONLY,M_Bldg_block_limestone_beige,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/M_Bldg_block_limestone_beige,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/M_Bldg_block_limestone_beige.M_Bldg_block_limestone_beige
CitySampleBuildings,architecture_general,REFERENCE_ONLY,M_Bldg_metal_brass,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/M_Bldg_metal_brass,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/M_Bldg_metal_brass.M_Bldg_metal_brass
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L12_A_CornerEx_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI/MI_CHA_L12_A_CornerEx_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI/MI_CHA_L12_A_CornerEx_01_0.MI_CHA_L12_A_CornerEx_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L12_A_CornerExL_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI/MI_CHA_L12_A_CornerExL_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI/MI_CHA_L12_A_CornerExL_01_0.MI_CHA_L12_A_CornerExL_01_0
CitySampleBuildings,architecture_general,REFERENCE_ONLY,MI_CHA_L12_A_CornerExR_01_0,MaterialInstanceConstant,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI/MI_CHA_L12_A_CornerExR_01_0,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI,/Game/CitySampleBuildings/Building/CH/A/Kit_Bldg_CHA_L12_A/Material/MI/MI_CHA_L12_A_CornerExR_01_0.MI_CHA_L12_A_CornerExR_01_0
