pack,asset_name,asset_class,package_name,package_path,object_path
AsphaltMat,T_AsphaltMat1_metallic,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_metallic,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_metallic.T_AsphaltMat1_metallic
AsphaltMat,T_AsphaltMat1_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_normal.T_AsphaltMat1_normal
AsphaltMat,T_AsphaltMat1_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_roughness.T_AsphaltMat1_roughness
AsphaltMat,T_AsphaltMat2_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_basecolor.T_AsphaltMat2_basecolor
AsphaltMat,T_AsphaltMat2_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_height.T_AsphaltMat2_height
AsphaltMat,T_AsphaltMat2_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_normal.T_AsphaltMat2_normal
AsphaltMat,T_AsphaltMat2_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_roughness.T_AsphaltMat2_roughness
AsphaltMat,T_AsphaltMat3_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_basecolor.T_AsphaltMat3_basecolor
AsphaltMat,T_AsphaltMat3_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_height.T_AsphaltMat3_height
AsphaltMat,T_AsphaltMat3_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_normal.T_AsphaltMat3_normal
AsphaltMat,T_AsphaltMat3_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_roughness.T_AsphaltMat3_roughness
AsphaltMat,T_AsphaltMat4_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_basecolor.T_AsphaltMat4_basecolor
AsphaltMat,T_AsphaltMat4_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_height.T_AsphaltMat4_height
AsphaltMat,T_AsphaltMat4_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_normal.T_AsphaltMat4_normal
AsphaltMat,T_AsphaltMat4_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_roughness.T_AsphaltMat4_roughness
AsphaltMat,T_AsphaltMat5_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_basecolor.T_AsphaltMat5_basecolor
AsphaltMat,T_AsphaltMat5_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_height.T_AsphaltMat5_height
AsphaltMat,T_AsphaltMat5_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_normal.T_AsphaltMat5_normal
AsphaltMat,T_AsphaltMat5_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_roughness.T_AsphaltMat5_roughness
AsphaltMat,T_AsphaltMat6_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_basecolor.T_AsphaltMat6_basecolor
AsphaltMat,T_AsphaltMat6_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_height.T_AsphaltMat6_height
AsphaltMat,T_AsphaltMat6_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_normal.T_AsphaltMat6_normal
AsphaltMat,T_AsphaltMat6_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_roughness.T_AsphaltMat6_roughness
AsphaltMat,T_AsphaltMat7_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_basecolor.T_AsphaltMat7_basecolor
AsphaltMat,T_AsphaltMat7_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_height.T_AsphaltMat7_height
AsphaltMat,T_AsphaltMat7_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_normal.T_AsphaltMat7_normal
AsphaltMat,T_AsphaltMat7_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_roughness.T_AsphaltMat7_roughness
AsphaltMat,T_AsphaltMat8_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat8_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat8_basecolor.T_AsphaltMat8_basecolor
AsphaltMat,T_AsphaltMat8_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat8_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat8_height.T_AsphaltMat8_height
AsphaltMat,T_AsphaltMat8_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat8_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat8_normal.T_AsphaltMat8_normal
AsphaltMat,T_AsphaltMat8_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat8_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat8_roughness.T_AsphaltMat8_roughness
AsphaltMat,T_AsphaltMat9_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat9_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat9_basecolor.T_AsphaltMat9_basecolor
AsphaltMat,T_AsphaltMat9_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat9_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat9_height.T_AsphaltMat9_height
AsphaltMat,T_AsphaltMat9_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat9_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat9_normal.T_AsphaltMat9_normal
AsphaltMat,T_AsphaltMat9_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat9_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat9_roughness.T_AsphaltMat9_roughness
AsphaltMat,Demo,World,/Game/AsphaltMat/Map/Demo,/Game/AsphaltMat/Map,/Game/AsphaltMat/Map/Demo.Demo
