mount_point,asset_name,asset_class,package_name,package_path,object_path
/Fab,M_MS_Base_Fuzz,Material,/Fab/Materials/Standard/M_MS_Base_Fuzz,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Base_Fuzz.M_MS_Base_Fuzz
/Fab,M_MS_Base_Masked,Material,/Fab/Materials/Standard/M_MS_Base_Masked,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Base_Masked.M_MS_Base_Masked
/Fab,M_MS_Base_Trm,Material,/Fab/Materials/Standard/M_MS_Base_Trm,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Base_Trm.M_MS_Base_Trm
/Fab,M_MS_Billboard,Material,/Fab/Materials/Standard/M_MS_Billboard,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Billboard.M_MS_Billboard
/Fab,M_MS_Decal,Material,/Fab/Materials/Standard/M_MS_Decal,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Decal.M_MS_Decal
/Fab,M_MS_Fabric,Material,/Fab/Materials/Standard/M_MS_Fabric,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Fabric.M_MS_Fabric
/Fab,M_MS_Fabric_Masked,Material,/Fab/Materials/Standard/M_MS_Fabric_Masked,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Fabric_Masked.M_MS_Fabric_Masked
/Fab,M_MS_Foliage,Material,/Fab/Materials/Standard/M_MS_Foliage,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Foliage.M_MS_Foliage
/Fab,M_MS_Glass,Material,/Fab/Materials/Standard/M_MS_Glass,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Glass.M_MS_Glass
/Fab,M_MS_Srf,Material,/Fab/Materials/Standard/M_MS_Srf,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Srf.M_MS_Srf
/Fab,M_MS_Srf_Fuzz,Material,/Fab/Materials/Standard/M_MS_Srf_Fuzz,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Srf_Fuzz.M_MS_Srf_Fuzz
/Fab,M_MS_Srf_Masked,Material,/Fab/Materials/Standard/M_MS_Srf_Masked,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Srf_Masked.M_MS_Srf_Masked
/Fab,M_MS_Srf_Trm,Material,/Fab/Materials/Standard/M_MS_Srf_Trm,/Fab/Materials/Standard,/Fab/Materials/Standard/M_MS_Srf_Trm.M_MS_Srf_Trm
/Fab,M_MS_Base_Fuzz_VT,Material,/Fab/Materials/VT/M_MS_Base_Fuzz_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Base_Fuzz_VT.M_MS_Base_Fuzz_VT
/Fab,M_MS_Base_Masked_VT,Material,/Fab/Materials/VT/M_MS_Base_Masked_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Base_Masked_VT.M_MS_Base_Masked_VT
/Fab,M_MS_Base_Trm_VT,Material,/Fab/Materials/VT/M_MS_Base_Trm_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Base_Trm_VT.M_MS_Base_Trm_VT
/Fab,M_MS_Base_VT,Material,/Fab/Materials/VT/M_MS_Base_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Base_VT.M_MS_Base_VT
/Fab,M_MS_Billboard_VT,Material,/Fab/Materials/VT/M_MS_Billboard_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Billboard_VT.M_MS_Billboard_VT
/Fab,M_MS_Decal_VT,Material,/Fab/Materials/VT/M_MS_Decal_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Decal_VT.M_MS_Decal_VT
/Fab,M_MS_Fabric_Masked_VT,Material,/Fab/Materials/VT/M_MS_Fabric_Masked_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Fabric_Masked_VT.M_MS_Fabric_Masked_VT
/Fab,M_MS_Fabric_VT,Material,/Fab/Materials/VT/M_MS_Fabric_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Fabric_VT.M_MS_Fabric_VT
/Fab,M_MS_Foliage_VT,Material,/Fab/Materials/VT/M_MS_Foliage_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Foliage_VT.M_MS_Foliage_VT
/Fab,M_MS_Glass_VT,Material,/Fab/Materials/VT/M_MS_Glass_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Glass_VT.M_MS_Glass_VT
/Fab,M_MS_Srf_Fuzz_VT,Material,/Fab/Materials/VT/M_MS_Srf_Fuzz_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Srf_Fuzz_VT.M_MS_Srf_Fuzz_VT
/Fab,M_MS_Srf_Masked_VT,Material,/Fab/Materials/VT/M_MS_Srf_Masked_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Srf_Masked_VT.M_MS_Srf_Masked_VT
/Fab,M_MS_Srf_Trm_VT,Material,/Fab/Materials/VT/M_MS_Srf_Trm_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Srf_Trm_VT.M_MS_Srf_Trm_VT
/Fab,M_MS_Srf_VT,Material,/Fab/Materials/VT/M_MS_Srf_VT,/Fab/Materials/VT,/Fab/Materials/VT/M_MS_Srf_VT.M_MS_Srf_VT
/Fab,DecalPlaceholder,MaterialInstanceConstant,/Fab/Placeholders/DecalPlaceholder,/Fab/Placeholders,/Fab/Placeholders/DecalPlaceholder.DecalPlaceholder
/Fab,FabLogo,Texture2D,/Fab/Placeholders/FabLogo,/Fab/Placeholders,/Fab/Placeholders/FabLogo.FabLogo
/Fab,FabMeshPlaceholderMaterial,Material,/Fab/Placeholders/FabMeshPlaceholderMaterial,/Fab/Placeholders,/Fab/Placeholders/FabMeshPlaceholderMaterial.FabMeshPlaceholderMaterial
/Fab,FabMeshPlaceholderMaterialInstance,MaterialInstanceConstant,/Fab/Placeholders/FabMeshPlaceholderMaterialInstance,/Fab/Placeholders,/Fab/Placeholders/FabMeshPlaceholderMaterialInstance.FabMeshPlaceholderMaterialInstance
/Fab,T_Default_WindNoise,Texture2D,/Fab/Textures/Standard/T_Default_WindNoise,/Fab/Textures/Standard,/Fab/Textures/Standard/T_Default_WindNoise.T_Default_WindNoise
/Fab,T_DefaultColor,Texture2D,/Fab/Textures/Standard/T_DefaultColor,/Fab/Textures/Standard,/Fab/Textures/Standard/T_DefaultColor.T_DefaultColor
/Fab,T_DefaultDisplacement,Texture2D,/Fab/Textures/Standard/T_DefaultDisplacement,/Fab/Textures/Standard,/Fab/Textures/Standard/T_DefaultDisplacement.T_DefaultDisplacement
/Fab,T_DefaultMasks,Texture2D,/Fab/Textures/Standard/T_DefaultMasks,/Fab/Textures/Standard,/Fab/Textures/Standard/T_DefaultMasks.T_DefaultMasks
/Fab,T_DefaultNormal,Texture2D,/Fab/Textures/Standard/T_DefaultNormal,/Fab/Textures/Standard,/Fab/Textures/Standard/T_DefaultNormal.T_DefaultNormal
/Fab,T_DefaultOther,Texture2D,/Fab/Textures/Standard/T_DefaultOther,/Fab/Textures/Standard,/Fab/Textures/Standard/T_DefaultOther.T_DefaultOther
/Fab,T_Default_WindNoise_VT,Texture2D,/Fab/Textures/VT/T_Default_WindNoise_VT,/Fab/Textures/VT,/Fab/Textures/VT/T_Default_WindNoise_VT.T_Default_WindNoise_VT
/Fab,T_DefaultColor_VT,Texture2D,/Fab/Textures/VT/T_DefaultColor_VT,/Fab/Textures/VT,/Fab/Textures/VT/T_DefaultColor_VT.T_DefaultColor_VT
/Fab,T_DefaultDisplacement_VT,Texture2D,/Fab/Textures/VT/T_DefaultDisplacement_VT,/Fab/Textures/VT,/Fab/Textures/VT/T_DefaultDisplacement_VT.T_DefaultDisplacement_VT
/Fab,T_DefaultMasks_VT,Texture2D,/Fab/Textures/VT/T_DefaultMasks_VT,/Fab/Textures/VT,/Fab/Textures/VT/T_DefaultMasks_VT.T_DefaultMasks_VT
/Fab,T_DefaultNormal_VT,Texture2D,/Fab/Textures/VT/T_DefaultNormal_VT,/Fab/Textures/VT,/Fab/Textures/VT/T_DefaultNormal_VT.T_DefaultNormal_VT
/Fab,T_DefaultOther_VT,Texture2D,/Fab/Textures/VT/T_DefaultOther_VT,/Fab/Textures/VT,/Fab/Textures/VT/T_DefaultOther_VT.T_DefaultOther_VT
/Game,Demo,World,/Game/AsphaltMat/Map/Demo,/Game/AsphaltMat/Map,/Game/AsphaltMat/Map/Demo.Demo
/Game,MI_AsphaltMat_Inst1,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst1,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst1.MI_AsphaltMat_Inst1
/Game,MI_AsphaltMat_Inst10,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst10,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst10.MI_AsphaltMat_Inst10
/Game,MI_AsphaltMat_Inst2,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst2,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst2.MI_AsphaltMat_Inst2
/Game,MI_AsphaltMat_Inst3,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst3,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst3.MI_AsphaltMat_Inst3
/Game,MI_AsphaltMat_Inst4,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst4,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst4.MI_AsphaltMat_Inst4
/Game,MI_AsphaltMat_Inst5,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst5,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst5.MI_AsphaltMat_Inst5
/Game,MI_AsphaltMat_Inst6,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst6,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst6.MI_AsphaltMat_Inst6
/Game,MI_AsphaltMat_Inst7,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst7,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst7.MI_AsphaltMat_Inst7
/Game,MI_AsphaltMat_Inst8,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst8,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst8.MI_AsphaltMat_Inst8
/Game,MI_AsphaltMat_Inst9,MaterialInstanceConstant,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst9,/Game/AsphaltMat/Materials,/Game/AsphaltMat/Materials/MI_AsphaltMat_Inst9.MI_AsphaltMat_Inst9
/Game,MM_AsphaltMat,Material,/Game/AsphaltMat/Materials/MM/MM_AsphaltMat,/Game/AsphaltMat/Materials/MM,/Game/AsphaltMat/Materials/MM/MM_AsphaltMat.MM_AsphaltMat
/Game,T_AsphaltMat10_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat10_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat10_basecolor.T_AsphaltMat10_basecolor
/Game,T_AsphaltMat10_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat10_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat10_height.T_AsphaltMat10_height
/Game,T_AsphaltMat10_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat10_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat10_normal.T_AsphaltMat10_normal
/Game,T_AsphaltMat10_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat10_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat10_roughness.T_AsphaltMat10_roughness
/Game,T_AsphaltMat1_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_basecolor.T_AsphaltMat1_basecolor
/Game,T_AsphaltMat1_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_height.T_AsphaltMat1_height
/Game,T_AsphaltMat1_metallic,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_metallic,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_metallic.T_AsphaltMat1_metallic
/Game,T_AsphaltMat1_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_normal.T_AsphaltMat1_normal
/Game,T_AsphaltMat1_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat1_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat1_roughness.T_AsphaltMat1_roughness
/Game,T_AsphaltMat2_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_basecolor.T_AsphaltMat2_basecolor
/Game,T_AsphaltMat2_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_height.T_AsphaltMat2_height
/Game,T_AsphaltMat2_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_normal.T_AsphaltMat2_normal
/Game,T_AsphaltMat2_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat2_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat2_roughness.T_AsphaltMat2_roughness
/Game,T_AsphaltMat3_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_basecolor.T_AsphaltMat3_basecolor
/Game,T_AsphaltMat3_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_height.T_AsphaltMat3_height
/Game,T_AsphaltMat3_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_normal.T_AsphaltMat3_normal
/Game,T_AsphaltMat3_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat3_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat3_roughness.T_AsphaltMat3_roughness
/Game,T_AsphaltMat4_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_basecolor.T_AsphaltMat4_basecolor
/Game,T_AsphaltMat4_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_height.T_AsphaltMat4_height
/Game,T_AsphaltMat4_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_normal.T_AsphaltMat4_normal
/Game,T_AsphaltMat4_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat4_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat4_roughness.T_AsphaltMat4_roughness
/Game,T_AsphaltMat5_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_basecolor.T_AsphaltMat5_basecolor
/Game,T_AsphaltMat5_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_height.T_AsphaltMat5_height
/Game,T_AsphaltMat5_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_normal.T_AsphaltMat5_normal
/Game,T_AsphaltMat5_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat5_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat5_roughness.T_AsphaltMat5_roughness
/Game,T_AsphaltMat6_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_basecolor.T_AsphaltMat6_basecolor
/Game,T_AsphaltMat6_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_height.T_AsphaltMat6_height
/Game,T_AsphaltMat6_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_normal.T_AsphaltMat6_normal
/Game,T_AsphaltMat6_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat6_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat6_roughness.T_AsphaltMat6_roughness
/Game,T_AsphaltMat7_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_basecolor.T_AsphaltMat7_basecolor
/Game,T_AsphaltMat7_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_height.T_AsphaltMat7_height
/Game,T_AsphaltMat7_normal,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_normal,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_normal.T_AsphaltMat7_normal
/Game,T_AsphaltMat7_roughness,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat7_roughness,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat7_roughness.T_AsphaltMat7_roughness
/Game,T_AsphaltMat8_basecolor,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat8_basecolor,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat8_basecolor.T_AsphaltMat8_basecolor
/Game,T_AsphaltMat8_height,Texture2D,/Game/AsphaltMat/Textures/T_AsphaltMat8_height,/Game/AsphaltMat/Textures,/Game/AsphaltMat/Textures/T_AsphaltMat8_height.T_AsphaltMat8_height
