review_id,decision,role,asset_name,object_path,basis,notes
M0026,APPROVED,STREET_SIGN,SM_Sign_2,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_2.SM_Sign_2,VISUAL,Street sign selected visually.
M0027,APPROVED,STREET_SIGN,SM_Sign_3,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_3.SM_Sign_3,VISUAL,Street sign selected visually.
M0028,APPROVED,STREET_SIGN,SM_Sign_4,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_4.SM_Sign_4,VISUAL,Street sign selected visually.
M0029,APPROVED,STREET_SIGN,SM_Sign_5,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_5.SM_Sign_5,VISUAL,Street sign selected visually.
M0030,APPROVED,STREET_SIGN,SM_Sign_6,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_6.SM_Sign_6,VISUAL,Street sign selected visually.
M0031,APPROVED,STREET_SIGN,SM_Sign_7,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_7.SM_Sign_7,VISUAL,Street sign selected visually.
M0032,APPROVED,STREET_SIGN,SM_Sign_8,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_8.SM_Sign_8,VISUAL,Street sign selected visually.
M0033,APPROVED,STREET_SIGN,SM_Sign_9,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_9.SM_Sign_9,VISUAL,Street sign selected visually.
M0034,APPROVED,BICYCLE_STAND,SM_Bicycle_stand_1,/Game/Street_Props_Pack_V1/Mesh/SM_Bicycle_stand_1.SM_Bicycle_stand_1,VISUAL,Bicycle stand selected visually.
M0035,APPROVED,BICYCLE_STAND,SM_Bicycle_stand_2,/Game/Street_Props_Pack_V1/Mesh/SM_Bicycle_stand_2.SM_Bicycle_stand_2,VISUAL,Bicycle stand variant selected visually.
M0036,APPROVED,BUS_STOP,SM_Bus_stop,/Game/Street_Props_Pack_V1/Mesh/SM_Bus_stop.SM_Bus_stop,VISUAL,Bus stop selected visually.
M0037,APPROVED,BUS_STOP,SM_Bus_Stop_2,/Game/Street_Props_Pack_V1/Mesh/SM_Bus_Stop_2.SM_Bus_Stop_2,VISUAL,Bus stop variant selected visually.
M0038,RESERVE,FLOWER_POT,SM_Flower_Pot,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot.SM_Flower_Pot,VISUAL,Secondary dressing only.
M0039,RESERVE,FLOWER_POT,SM_Flower_Pot_2,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot_2.SM_Flower_Pot_2,VISUAL,Secondary dressing only.
M0040,RESERVE,FLOWER_POT,SM_Flower_Pot_3,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot_3.SM_Flower_Pot_3,VISUAL,Secondary dressing only.
M0041,RESERVE,FLOWER_POT,SM_Flower_Pot_4,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot_4.SM_Flower_Pot_4,VISUAL,Secondary dressing only.
M0042,RESERVE,LANTERN,SM_Lantern_1,/Game/Street_Props_Pack_V1/Mesh/SM_Lantern_1.SM_Lantern_1,VISUAL,Atmospheric secondary dressing.
M0043,APPROVED,PALLET,SM_Pallet,/Game/Street_Props_Pack_V1/Mesh/SM_Pallet.SM_Pallet,VISUAL,Useful urban clutter and gameplay dressing.
M0044,RESERVE,PIER,SM_Pier,/Game/Street_Props_Pack_V1/Mesh/SM_Pier.SM_Pier,VISUAL,Use only for waterfront-specific dressing.
M0045,RESERVE,PIER,SM_Pier_2,/Game/Street_Props_Pack_V1/Mesh/SM_Pier_2.SM_Pier_2,VISUAL,Use only for waterfront-specific dressing.
M0046,RESERVE,PIER,SM_Pier_3,/Game/Street_Props_Pack_V1/Mesh/SM_Pier_3.SM_Pier_3,VISUAL,Use only for waterfront-specific dressing.
M0047,RESERVE,PIER,SM_Pier_4,/Game/Street_Props_Pack_V1/Mesh/SM_Pier_4.SM_Pier_4,VISUAL,Use only for waterfront-specific dressing.
M0048,APPROVED,PYLON,SM_Pylons,/Game/Street_Props_Pack_V1/Mesh/SM_Pylons.SM_Pylons,VISUAL,Useful traffic-control prop.
M0049,APPROVED,SPEED_BUMP,SM_Speed_Bumber,/Game/Street_Props_Pack_V1/Mesh/SM_Speed_Bumber.SM_Speed_Bumber,VISUAL,Useful road gameplay/environment prop.
M0050,APPROVED,STREET_LAMP,SM_BLDG_Prop_Lamp_CHA_A01_N1,/Game/CitySampleBuildings/Building/CH/A/Kit_Prop_CHA/Mesh/SM_BLDG_Prop_Lamp_CHA_A01_N1.SM_BLDG_Prop_Lamp_CHA_A01_N1,VISUAL,Strong urban lighting landmark.
M0051,APPROVED,STREET_SIGN,SM_PROP_NYA_A_Sign_01_N1,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_01_N1.SM_PROP_NYA_A_Sign_01_N1,VISUAL,City Sample sign selected visually.
M0052,APPROVED,STREET_SIGN,SM_PROP_NYA_A_Sign_02_N1,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_02_N1.SM_PROP_NYA_A_Sign_02_N1,VISUAL,City Sample sign selected visually.
M0053,APPROVED,STREET_SIGN,SM_PROP_NYA_A_Sign_03_N1,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_03_N1.SM_PROP_NYA_A_Sign_03_N1,VISUAL,City Sample sign selected visually.
M0054,APPROVED,STREET_SIGN,SM_PROP_NYA_A_Sign_04_N1,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_04_N1.SM_PROP_NYA_A_Sign_04_N1,VISUAL,City Sample sign selected visually.
M0055,APPROVED,STREET_SIGN,SM_PROP_NYA_A_Sign_05_N1,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_05_N1.SM_PROP_NYA_A_Sign_05_N1,VISUAL,City Sample sign selected visually.
M0056,APPROVED,STREET_LAMP,SM_BLDG_Prop_Lamp_SFB_A01,/Game/CitySampleBuildings/Building/SF/B/Kit_Prop_SFB/Mesh/SM_BLDG_Prop_Lamp_SFB_A01.SM_BLDG_Prop_Lamp_SFB_A01,VISUAL,Strong urban lighting landmark.
M0057,APPROVED,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_Broken_01,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_01/SM_Ind_Rub_Debris_Concrete_Broken_01.SM_Ind_Rub_Debris_Concrete_Broken_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0058,APPROVED,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_Broken_02,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_02/SM_Ind_Rub_Debris_Concrete_Broken_02.SM_Ind_Rub_Debris_Concrete_Broken_02,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0059,APPROVED,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_Broken_03,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_03/SM_Ind_Rub_Debris_Concrete_Broken_03.SM_Ind_Rub_Debris_Concrete_Broken_03,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0060,APPROVED,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_Broken_04,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_04/SM_Ind_Rub_Debris_Concrete_Broken_04.SM_Ind_Rub_Debris_Concrete_Broken_04,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0061,RESERVE,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_Broken_05,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_05/SM_Ind_Rub_Debris_Concrete_Broken_05.SM_Ind_Rub_Debris_Concrete_Broken_05,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0062,RESERVE,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_Broken_06,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_06/SM_Ind_Rub_Debris_Concrete_Broken_06.SM_Ind_Rub_Debris_Concrete_Broken_06,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0063,APPROVED,DEBRIS_RUBBLE,SM_Ind_Con_Pile_Rubble_Gravel_Patch_01,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Pile_Rubble_Gravel_Patch_01/SM_Ind_Con_Pile_Rubble_Gravel_Patch_01.SM_Ind_Con_Pile_Rubble_Gravel_Patch_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0064,APPROVED,DEBRIS_RUBBLE,SM_Ind_Con_Storeage_Sack_Debris_M_01,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Storeage_Sack_Debris_M_01/SM_Ind_Con_Storeage_Sack_Debris_M_01.SM_Ind_Con_Storeage_Sack_Debris_M_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0065,APPROVED,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_S_01,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_01/SM_Ind_Rub_Debris_Concrete_S_01.SM_Ind_Rub_Debris_Concrete_S_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0066,RESERVE,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_S_02,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_02/SM_Ind_Rub_Debris_Concrete_S_02.SM_Ind_Rub_Debris_Concrete_S_02,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0067,RESERVE,DEBRIS_RUBBLE,SM_Ind_Rub_Debris_Concrete_S_03,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_03/SM_Ind_Rub_Debris_Concrete_S_03.SM_Ind_Rub_Debris_Concrete_S_03,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0068,APPROVED,DEBRIS_RUBBLE,SM_Ind_Rub_Pile_Debris_Concrete_M_05,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Debris_Concrete_M_05/SM_Ind_Rub_Pile_Debris_Concrete_M_05.SM_Ind_Rub_Pile_Debris_Concrete_M_05,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0069,APPROVED,DEBRIS_RUBBLE,SM_Ind_Rub_Pile_Debris_Gravel_M_01,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Debris_Gravel_M_01/SM_Ind_Rub_Pile_Debris_Gravel_M_01.SM_Ind_Rub_Pile_Debris_Gravel_M_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0070,APPROVED,DEBRIS_RUBBLE,SM_Trash,/Game/Street_Props_Pack_V1/Mesh/SM_Trash.SM_Trash,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0071,RESERVE,DEBRIS_RUBBLE,SM_Trash_2,/Game/Street_Props_Pack_V1/Mesh/SM_Trash_2.SM_Trash_2,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0072,APPROVED,RUIN_MODULE,SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Block_Cinder_Concrete_Chipped_02/SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02.SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0073,RESERVE,RUIN_MODULE,SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Block_Cinder_Concrete_Chipped_03/SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03.SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0074,APPROVED,RUIN_MODULE,SM_Ind_Rub_Pile_Concrete_M_01,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Concrete_M_01/SM_Ind_Rub_Pile_Concrete_M_01.SM_Ind_Rub_Pile_Concrete_M_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0075,RESERVE,RUIN_MODULE,SM_Ind_Rub_Pile_Concrete_M_05,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Concrete_M_05/SM_Ind_Rub_Pile_Concrete_M_05.SM_Ind_Rub_Pile_Concrete_M_05,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0076,APPROVED,RUIN_MODULE,SM_Ind_Unf_Wire,/Game/Scene_UnfinishedBuilding/Assets/Blueprints/Ind_Unf_Wire/SM_Ind_Unf_Wire.SM_Ind_Unf_Wire,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0077,APPROVED,RUIN_MODULE,SM_Ind_Unf_GlowPlane_01,/Game/Scene_UnfinishedBuilding/Assets/Custom/Inf_Unf_GlowPlane/SM_Ind_Unf_GlowPlane_01.SM_Ind_Unf_GlowPlane_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0078,APPROVED,RUIN_MODULE,SM_Ind_Fac_Container_Drum_Metal_Worn_02,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Fac_Container_Drum_Metal_Worn_02/SM_Ind_Fac_Container_Drum_Metal_Worn_02.SM_Ind_Fac_Container_Drum_Metal_Worn_02,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0079,APPROVED,RUIN_MODULE,SM_Ind_War_Storage_Pallet_Wood_Worn_01,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Pallet_Wood_Worn_01/SM_Ind_War_Storage_Pallet_Wood_Worn_01.SM_Ind_War_Storage_Pallet_Wood_Worn_01,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0080,APPROVED,RUIN_MODULE,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_02/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0081,RESERVE,RUIN_MODULE,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_04/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0082,RESERVE,RUIN_MODULE,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_05/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0083,APPROVED,RUIN_MODULE,Splitter_Wall2,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Splitter_Wall2.Splitter_Wall2,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0084,APPROVED,RUIN_MODULE,Tile_10MWall,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Tile_10MWall.Tile_10MWall,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0085,APPROVED,RUIN_MODULE,SM_DisplayFrame_Corner,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner.SM_DisplayFrame_Corner,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0086,APPROVED,RUIN_MODULE,SM_DisplayFrame_Corner_Bottom,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner_Bottom.SM_DisplayFrame_Corner_Bottom,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0087,APPROVED,RUIN_MODULE,SM_DisplayFrame_Corner_Top,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner_Top.SM_DisplayFrame_Corner_Top,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0088,APPROVED,RUIN_MODULE,SM_DisplayFrame_Side,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side.SM_DisplayFrame_Side,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0089,APPROVED,RUIN_MODULE,SM_DisplayFrame_Side_Bottom,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side_Bottom.SM_DisplayFrame_Side_Bottom,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0090,APPROVED,RUIN_MODULE,SM_DisplayFrame_Side_Top,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Side_Top.SM_DisplayFrame_Side_Top,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0091,APPROVED,RUIN_MODULE,Display_Corner_B,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Corner_B.Display_Corner_B,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0092,RESERVE,RUIN_MODULE,Display_Corner_C,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Corner_C.Display_Corner_C,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0093,APPROVED,RUIN_MODULE,Display_Curve_B,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Curve_B.Display_Curve_B,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0094,RESERVE,RUIN_MODULE,Display_Curve_C,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Curve_C.Display_Curve_C,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0095,APPROVED,RUIN_MODULE,Display_EdgeCurve_B,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_EdgeCurve_B.Display_EdgeCurve_B,AUTO_POLICY,Selected by deterministic production policy: high source score and variant-family diversity.
M0096,REJECTED,RUIN_MODULE,Display_EdgeCurve_C,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_EdgeCurve_C.Display_EdgeCurve_C,AUTO_POLICY,Excluded from the production set to limit redundant variants and generator complexity.
M0097,RESERVE,RUIN_MODULE,Display_Main_B,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Main_B.Display_Main_B,AUTO_POLICY,Kept as deterministic reserve for visual variety or district-specific dressing.
M0098,REJECTED,RUIN_MODULE,Display_Main_C,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Display_Main_C.Display_Main_C,AUTO_POLICY,Excluded from the production set to limit redundant variants and generator complexity.
