review_id,kind,category,pack,review_state,asset_name,asset_class,object_path,source_score,source_score_reasons
M0015,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_5,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_5.SM_Fence_5,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0016,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_6_A,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_6_A.SM_Fence_6_A,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0017,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_6_B,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_6_B.SM_Fence_6_B,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0018,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_6_C,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_6_C.SM_Fence_6_C,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0019,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_7,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_7.SM_Fence_7,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0020,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_8_A,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_8_A.SM_Fence_8_A,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0021,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_8_B,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_8_B.SM_Fence_8_B,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0022,MESH,barrier_fence,Street_Props_Pack_V1,PENDING,SM_Fence_8_C,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Fence_8_C.SM_Fence_8_C,40,keyword:fence;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0023,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Bench,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Bench.SM_Bench,40,keyword:bench;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0024,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Bench_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Bench_2.SM_Bench_2,40,keyword:bench;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0025,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_1,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_1.SM_Sign_1,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0026,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_2.SM_Sign_2,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0027,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_3,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_3.SM_Sign_3,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0028,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_4,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_4.SM_Sign_4,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0029,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_5,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_5.SM_Sign_5,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0030,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_6,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_6.SM_Sign_6,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0031,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_7,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_7.SM_Sign_7,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0032,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_8,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_8.SM_Sign_8,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0033,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Sign_9,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Sign_9.SM_Sign_9,40,keyword:sign;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0034,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Bicycle_stand_1,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Bicycle_stand_1.SM_Bicycle_stand_1,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0035,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Bicycle_stand_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Bicycle_stand_2.SM_Bicycle_stand_2,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0036,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Bus_stop,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Bus_stop.SM_Bus_stop,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0037,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Bus_Stop_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Bus_Stop_2.SM_Bus_Stop_2,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0038,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Flower_Pot,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot.SM_Flower_Pot,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0039,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Flower_Pot_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot_2.SM_Flower_Pot_2,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0040,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Flower_Pot_3,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot_3.SM_Flower_Pot_3,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0041,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Flower_Pot_4,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Flower_Pot_4.SM_Flower_Pot_4,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0042,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Lantern_1,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Lantern_1.SM_Lantern_1,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0043,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Pallet,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Pallet.SM_Pallet,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0044,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Pier,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Pier.SM_Pier,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0045,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Pier_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Pier_2.SM_Pier_2,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0046,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Pier_3,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Pier_3.SM_Pier_3,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0047,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Pier_4,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Pier_4.SM_Pier_4,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0048,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Pylons,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Pylons.SM_Pylons,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0049,MESH,street_prop,Street_Props_Pack_V1,PENDING,SM_Speed_Bumber,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Speed_Bumber.SM_Speed_Bumber,32,static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0050,MESH,street_prop,CitySampleBuildings,PENDING,SM_BLDG_Prop_Lamp_CHA_A01_N1,StaticMesh,/Game/CitySampleBuildings/Building/CH/A/Kit_Prop_CHA/Mesh/SM_BLDG_Prop_Lamp_CHA_A01_N1.SM_BLDG_Prop_Lamp_CHA_A01_N1,22,keyword:lamp;static_mesh;mesh_naming;normal_path_depth
M0051,MESH,street_prop,CitySampleBuildings,PENDING,SM_PROP_NYA_A_Sign_01_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_01_N1.SM_PROP_NYA_A_Sign_01_N1,22,keyword:sign;static_mesh;mesh_naming;normal_path_depth
M0052,MESH,street_prop,CitySampleBuildings,PENDING,SM_PROP_NYA_A_Sign_02_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_02_N1.SM_PROP_NYA_A_Sign_02_N1,22,keyword:sign;static_mesh;mesh_naming;normal_path_depth
M0053,MESH,street_prop,CitySampleBuildings,PENDING,SM_PROP_NYA_A_Sign_03_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_03_N1.SM_PROP_NYA_A_Sign_03_N1,22,keyword:sign;static_mesh;mesh_naming;normal_path_depth
M0054,MESH,street_prop,CitySampleBuildings,PENDING,SM_PROP_NYA_A_Sign_04_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_04_N1.SM_PROP_NYA_A_Sign_04_N1,22,keyword:sign;static_mesh;mesh_naming;normal_path_depth
M0055,MESH,street_prop,CitySampleBuildings,PENDING,SM_PROP_NYA_A_Sign_05_N1,StaticMesh,/Game/CitySampleBuildings/Building/NY/A/Kit_PROP_NYA/Mesh/SM_PROP_NYA_A_Sign_05_N1.SM_PROP_NYA_A_Sign_05_N1,22,keyword:sign;static_mesh;mesh_naming;normal_path_depth
M0056,MESH,street_prop,CitySampleBuildings,PENDING,SM_BLDG_Prop_Lamp_SFB_A01,StaticMesh,/Game/CitySampleBuildings/Building/SF/B/Kit_Prop_SFB/Mesh/SM_BLDG_Prop_Lamp_SFB_A01.SM_BLDG_Prop_Lamp_SFB_A01,22,keyword:lamp;static_mesh;mesh_naming;normal_path_depth
M0057,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_Broken_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_01/SM_Ind_Rub_Debris_Concrete_Broken_01.SM_Ind_Rub_Debris_Concrete_Broken_01,50,keyword:debris;keyword:broken;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0058,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_Broken_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_02/SM_Ind_Rub_Debris_Concrete_Broken_02.SM_Ind_Rub_Debris_Concrete_Broken_02,50,keyword:debris;keyword:broken;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0059,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_Broken_03,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_03/SM_Ind_Rub_Debris_Concrete_Broken_03.SM_Ind_Rub_Debris_Concrete_Broken_03,50,keyword:debris;keyword:broken;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0060,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_Broken_04,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_04/SM_Ind_Rub_Debris_Concrete_Broken_04.SM_Ind_Rub_Debris_Concrete_Broken_04,50,keyword:debris;keyword:broken;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0061,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_Broken_05,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_05/SM_Ind_Rub_Debris_Concrete_Broken_05.SM_Ind_Rub_Debris_Concrete_Broken_05,50,keyword:debris;keyword:broken;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0062,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_Broken_06,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_Broken_06/SM_Ind_Rub_Debris_Concrete_Broken_06.SM_Ind_Rub_Debris_Concrete_Broken_06,50,keyword:debris;keyword:broken;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0063,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Con_Pile_Rubble_Gravel_Patch_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Pile_Rubble_Gravel_Patch_01/SM_Ind_Con_Pile_Rubble_Gravel_Patch_01.SM_Ind_Con_Pile_Rubble_Gravel_Patch_01,42,keyword:rubble;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0064,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Con_Storeage_Sack_Debris_M_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Con_Storeage_Sack_Debris_M_01/SM_Ind_Con_Storeage_Sack_Debris_M_01.SM_Ind_Con_Storeage_Sack_Debris_M_01,42,keyword:debris;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0065,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_S_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_01/SM_Ind_Rub_Debris_Concrete_S_01.SM_Ind_Rub_Debris_Concrete_S_01,42,keyword:debris;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0066,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_S_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_02/SM_Ind_Rub_Debris_Concrete_S_02.SM_Ind_Rub_Debris_Concrete_S_02,42,keyword:debris;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0067,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Debris_Concrete_S_03,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Debris_Concrete_S_03/SM_Ind_Rub_Debris_Concrete_S_03.SM_Ind_Rub_Debris_Concrete_S_03,42,keyword:debris;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0068,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Pile_Debris_Concrete_M_05,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Debris_Concrete_M_05/SM_Ind_Rub_Pile_Debris_Concrete_M_05.SM_Ind_Rub_Pile_Debris_Concrete_M_05,42,keyword:debris;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0069,MESH,debris_rubble,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Pile_Debris_Gravel_M_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Debris_Gravel_M_01/SM_Ind_Rub_Pile_Debris_Gravel_M_01.SM_Ind_Rub_Pile_Debris_Gravel_M_01,42,keyword:debris;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0070,MESH,debris_rubble,Street_Props_Pack_V1,PENDING,SM_Trash,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Trash.SM_Trash,40,keyword:trash;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0071,MESH,debris_rubble,Street_Props_Pack_V1,PENDING,SM_Trash_2,StaticMesh,/Game/Street_Props_Pack_V1/Mesh/SM_Trash_2.SM_Trash_2,40,keyword:trash;static_mesh;preferred_street_props_pack;mesh_naming;normal_path_depth
M0072,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Block_Cinder_Concrete_Chipped_02/SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02.SM_Ind_Rub_Block_Cinder_Concrete_Chipped_02,50,keyword:unfinished;keyword:concrete;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0073,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Block_Cinder_Concrete_Chipped_03/SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03.SM_Ind_Rub_Block_Cinder_Concrete_Chipped_03,50,keyword:unfinished;keyword:concrete;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0074,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Pile_Concrete_M_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Concrete_M_01/SM_Ind_Rub_Pile_Concrete_M_01.SM_Ind_Rub_Pile_Concrete_M_01,50,keyword:unfinished;keyword:concrete;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0075,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_Rub_Pile_Concrete_M_05,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Rub_Pile_Concrete_M_05/SM_Ind_Rub_Pile_Concrete_M_05.SM_Ind_Rub_Pile_Concrete_M_05,50,keyword:unfinished;keyword:concrete;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0076,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_Unf_Wire,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Blueprints/Ind_Unf_Wire/SM_Ind_Unf_Wire.SM_Ind_Unf_Wire,42,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0077,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_Unf_GlowPlane_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Custom/Inf_Unf_GlowPlane/SM_Ind_Unf_GlowPlane_01.SM_Ind_Unf_GlowPlane_01,42,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0078,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_Fac_Container_Drum_Metal_Worn_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_Fac_Container_Drum_Metal_Worn_02/SM_Ind_Fac_Container_Drum_Metal_Worn_02.SM_Ind_Fac_Container_Drum_Metal_Worn_02,42,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0079,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_War_Storage_Pallet_Wood_Worn_01,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Pallet_Wood_Worn_01/SM_Ind_War_Storage_Pallet_Wood_Worn_01.SM_Ind_War_Storage_Pallet_Wood_Worn_01,42,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0080,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_02/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_02,42,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0081,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_04/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_04,42,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0082,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05,StaticMesh,/Game/Scene_UnfinishedBuilding/Assets/Megascans/3D_Assets/Ind_War_Storage_Sheet_Cardboard_Flattened_05/SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05.SM_Ind_War_Storage_Sheet_Cardboard_Flattened_05,42,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;normal_path_depth
M0083,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Splitter_Wall2,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Splitter_Wall2.Splitter_Wall2,39,keyword:unfinished;keyword:wall;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0084,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,Tile_10MWall,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/Tile_10MWall.Tile_10MWall,39,keyword:unfinished;keyword:wall;static_mesh;preferred_ruin_pack;penalty:demo;normal_path_depth
M0085,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_DisplayFrame_Corner,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner.SM_DisplayFrame_Corner,36,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;penalty:demo;normal_path_depth
M0086,MESH,ruin_general,Scene_UnfinishedBuilding,PENDING,SM_DisplayFrame_Corner_Bottom,StaticMesh,/Game/Scene_UnfinishedBuilding/VisualFramework/DemoRoom/Meshes/SM_DisplayFrame_Corner_Bottom.SM_DisplayFrame_Corner_Bottom,36,keyword:unfinished;static_mesh;preferred_ruin_pack;mesh_naming;penalty:demo;normal_path_depth
